Arm Hole chosen,0
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11,NaN,NaN,Arm Bolt Location: 12,-54.618272906201376,0.620720462069764,Arm Bolt Location: 13,-26.06401048033262,0.3285397464887071,Arm Bolt Location: 14,-12.718210471038857,0.16016058182996948,Arm Bolt Location: 15,-3.647908007781494,0.04314824908266764,Arm Bolt Location: 16,3.529503260045144,-0.03540635646897053,Arm Bolt Location: 17,9.720339539128558,-0.0628326737798486,Arm Bolt Location: 18,15.362310650703204,0.003817452569270145,Arm Bolt Location: 19,20.704092945141753,0.25081582256057955,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12,NaN,NaN,Arm Bolt Location: 13,-54.618272906201376,0.6261223071161852,Arm Bolt Location: 14,-26.06401048033262,0.3258979123255267,Arm Bolt Location: 15,-12.718210471038857,0.1567828306966346,Arm Bolt Location: 16,-3.647908007781494,0.04133075824393263,Arm Bolt Location: 17,3.529503260045144,-0.032181945516234226,Arm Bolt Location: 18,9.720339539128558,-0.04602487122644168,Arm Bolt Location: 19,15.362310650703204,0.05501635899989755,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13,NaN,NaN,Arm Bolt Location: 14,-54.618272906201376,0.6306692371581777,Arm Bolt Location: 15,-26.06401048033262,0.322436412433614,Arm Bolt Location: 16,-12.718210471038857,0.15268376891739668,Arm Bolt Location: 17,-3.647908007781494,0.03909929865665951,Arm Bolt Location: 18,3.529503260045144,-0.028073436682231778,Arm Bolt Location: 19,9.720339539128558,-0.02346381408084706,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14,NaN,NaN,Arm Bolt Location: 15,-54.618272906201376,0.6342148111755299,Arm Bolt Location: 16,-26.06401048033262,0.3179610353115251,Arm Bolt Location: 17,-12.718210471038857,0.14762312233865707,Arm Bolt Location: 18,-3.647908007781494,0.03626702351160396,Arm Bolt Location: 19,3.529503260045144,-0.02254070751084507,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15,NaN,NaN,Arm Bolt Location: 16,-54.618272906201376,0.636547478333829,Arm Bolt Location: 17,-26.06401048033262,0.312168839993752,Arm Bolt Location: 18,-12.718210471038857,0.14118907753110876,Arm Bolt Location: 19,-3.647908007781494,0.03246626560585553,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16,NaN,NaN,Arm Bolt Location: 17,-54.618272906201376,0.6373426082739257,Arm Bolt Location: 18,-26.06401048033262,0.3045430303330904,Arm Bolt Location: 19,-12.718210471038857,0.1325676377601631,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17,NaN,NaN,Arm Bolt Location: 18,-54.618272906201376,0.6360553623243628,Arm Bolt Location: 19,-26.06401048033262,0.2940651653426165,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18,NaN,NaN,Arm Bolt Location: 19,-54.618272906201376,0.6316288967664556,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19,NaN,NaN,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,4
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1,-42.19582961728973,0.24284363124509856,Arm Bolt Location: 2,-14.625498762384444,0.13464294216587672,Arm Bolt Location: 3,-4.343784687908137,0.04808480220199564,Arm Bolt Location: 4,2.3163353390796417,-0.028157331453500085,Arm Bolt Location: 5,7.604447606182107,-0.09615027072662201,Arm Bolt Location: 6,12.247183246300839,-0.15356721247842964,Arm Bolt Location: 7,16.558848586492388,-0.19396519376042146,Arm Bolt Location: 8,20.704092945141753,-0.20420560980919766,Arm Bolt Location: 9,24.783934623722796,-0.15877461080806948,Arm Bolt Location: 10,28.87061557137319,-0.012979375428149231,Arm Bolt Location: 11,33.02466363166586,0.2986310651237337,Arm Bolt Location: 12,37.305504132418086,0.8514559554356224,Arm Bolt Location: 13,41.780756193099,1.7088646447473776,Arm Bolt Location: 14,46.53821555266362,2.896747859950414,Arm Bolt Location: 15,51.706978446023165,4.375543273195846,Arm Bolt Location: 16,57.504911390308855,4.883171919176605,Arm Bolt Location: 17,64.37801533722043,4.615996372676045,Arm Bolt Location: 18,73.65789222950598,4.054131704759595,Arm Bolt Location: 19,90,2.855686245854129,
Spring Hole: 1,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 2,-42.19582961728973,0.24705266955148703,Arm Bolt Location: 3,-14.625498762384444,0.13499803654011114,Arm Bolt Location: 4,-4.343784687908137,0.0478697195223995,Arm Bolt Location: 5,2.3163353390796417,-0.027855130857634566,Arm Bolt Location: 6,7.604447606182107,-0.09439006045988017,Arm Bolt Location: 7,12.247183246300839,-0.14904146802164697,Arm Bolt Location: 8,16.558848586492388,-0.18443397747355375,Arm Bolt Location: 9,20.704092945141753,-0.18540666363929617,Arm Bolt Location: 10,24.783934623722796,-0.1228552248530578,Arm Bolt Location: 11,28.87061557137319,0.05268188578574346,Arm Bolt Location: 12,33.02466363166586,0.4106103163907018,Arm Bolt Location: 13,37.305504132418086,1.026972486993289,Arm Bolt Location: 14,41.780756193099,1.9616730142360077,Arm Bolt Location: 15,46.53821555266362,3.2335733006420884,Arm Bolt Location: 16,51.706978446023165,4.792391318990202,Arm Bolt Location: 17,57.504911390308855,4.883171919176605,Arm Bolt Location: 18,64.37801533722043,4.615996372676045,Arm Bolt Location: 19,73.65789222950598,4.054131704759595,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3,-42.19582961728973,0.2509867312219817,Arm Bolt Location: 4,-14.625498762384444,0.1351582520497782,Arm Bolt Location: 5,-4.343784687908137,0.04757513000521835,Arm Bolt Location: 6,2.3163353390796417,-0.027495808385848974,Arm Bolt Location: 7,7.604447606182107,-0.09236891201043512,Arm Bolt Location: 8,12.247183246300839,-0.1438917649921859,Arm Bolt Location: 9,16.558848586492388,-0.1735475773562394,Arm Bolt Location: 10,20.704092945141753,-0.16378856393087432,Arm Bolt Location: 11,24.783934623722796,-0.08146244379432226,Arm Bolt Location: 12,28.87061557137319,0.1279489701629765,Arm Bolt Location: 13,33.02466363166586,0.5376641507159039,Arm Bolt Location: 14,37.305504132418086,1.2240427104293716,Arm Bolt Location: 15,41.780756193099,2.2434939111907544,Arm Bolt Location: 16,46.53821555266362,3.60826591559106,Arm Bolt Location: 17,51.706978446023165,4.975799254836853,Arm Bolt Location: 18,57.504911390308855,4.883171919176605,Arm Bolt Location: 19,64.37801533722043,4.615996372676045,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4,-42.19582961728973,0.2546416683793484,Arm Bolt Location: 5,-14.625498762384444,0.13511769272832116,Arm Bolt Location: 6,-4.343784687908137,0.04719633744358903,Arm Bolt Location: 7,2.3163353390796417,-0.02707418969967685,Arm Bolt Location: 8,7.604447606182107,-0.09005388873407338,Arm Bolt Location: 9,12.247183246300839,-0.13801549267831245,Arm Bolt Location: 10,16.558848586492388,-0.1610490232261316,Arm Bolt Location: 11,20.704092945141753,-0.13879432197598235,Arm Bolt Location: 12,24.783934623722796,-0.033538851082243186,Arm Bolt Location: 13,28.87061557137319,0.2145963005243277,Arm Bolt Location: 14,33.02466363166586,0.6825686313235543,Arm Bolt Location: 15,37.305504132418086,1.4470083632147996,Arm Bolt Location: 16,41.780756193099,2.561383031607009,Arm Bolt Location: 17,46.53821555266362,4.0329542597603725,Arm Bolt Location: 18,51.706978446023165,4.975799254836853,Arm Bolt Location: 19,57.504911390308855,4.883171919176605,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5,-42.19582961728973,0.25801098371213943,Arm Bolt Location: 6,-14.625498762384444,0.13486797057504007,Arm Bolt Location: 7,-4.343784687908137,0.04672721275294371,Arm Bolt Location: 8,2.3163353390796417,-0.026583660545503145,Arm Bolt Location: 9,7.604447606182107,-0.08740289370472018,Arm Bolt Location: 10,12.247183246300839,-0.13128225518068537,Arm Bolt Location: 11,16.558848586492388,-0.14661255311246668,Arm Bolt Location: 12,20.704092945141753,-0.10971711133166147,Arm Bolt Location: 13,24.783934623722796,0.02226406282767794,Arm Bolt Location: 14,28.87061557137319,0.3149397872870438,Arm Bolt Location: 15,33.02466363166586,0.8491429685903953,Arm Bolt Location: 16,37.305504132418086,1.7023264824000466,Arm Bolt Location: 17,41.780756193099,2.9269665871817345,Arm Bolt Location: 18,46.53821555266362,4.530885060564164,Arm Bolt Location: 19,51.706978446023165,4.975799254836853,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6,-42.19582961728973,0.26108549354249566,Arm Bolt Location: 7,-14.625498762384444,0.13439775805958618,Arm Bolt Location: 8,-4.343784687908137,0.046159860353977726,Arm Bolt Location: 9,2.3163353390796417,-0.02601576338366435,Arm Bolt Location: 10,7.604447606182107,-0.08436187738228547,Arm Bolt Location: 11,12.247183246300839,-0.12352453450880388,Arm Bolt Location: 12,16.558848586492388,-0.1298181493363938,Arm Bolt Location: 13,20.704092945141753,-0.07563974696602699,Arm Bolt Location: 14,24.783934623722796,0.08772251160233968,Arm Bolt Location: 15,28.87061557137319,0.43215402366620576,Arm Bolt Location: 16,33.02466363166586,1.0430190610454129,Arm Bolt Location: 17,37.305504132418086,2.0005711377073094,Arm Bolt Location: 18,41.780756193099,3.3624562953927155,Arm Bolt Location: 19,46.53821555266362,4.9410989640698695,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7,-42.19582961728973,0.2638528461996668,Arm Bolt Location: 8,-14.625498762384444,0.13369215144610383,Arm Bolt Location: 9,-4.343784687908137,0.045484144982040925,Arm Bolt Location: 10,2.3163353390796417,-0.025359622573289244,Arm Bolt Location: 11,7.604447606182107,-0.08086075237140408,Arm Bolt Location: 12,12.247183246300839,-0.11452360898959647,Arm Bolt Location: 13,16.558848586492388,-0.11011198753562612,Arm Bolt Location: 14,20.704092945141753,-0.03533548011763766,Arm Bolt Location: 15,24.783934623722796,0.16528361845543546,Arm Bolt Location: 16,28.87061557137319,0.570894392725894,Arm Bolt Location: 17,33.02466363166586,1.273352579590165,Arm Bolt Location: 18,37.305504132418086,2.36185278149927,Arm Bolt Location: 19,41.780756193099,3.9240147975713326,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8,-42.19582961728973,0.2662968404067352,Arm Bolt Location: 9,-14.625498762384444,0.13273176221676158,Arm Bolt Location: 10,-4.343784687908137,0.04468701000354453,Arm Bolt Location: 11,2.3163353390796417,-0.024601102375876028,Arm Bolt Location: 12,7.604447606182107,-0.07680720939405537,Arm Bolt Location: 13,12.247183246300839,-0.1039874549942993,Arm Bolt Location: 14,16.558848586492388,-0.08674153545061562,Arm Bolt Location: 15,20.704092945141753,0.012907041224680527,Arm Bolt Location: 16,24.783934623722796,0.25854066875893134,Arm Bolt Location: 17,28.87061557137319,0.7386820053625346,Arm Bolt Location: 18,33.02466363166586,1.557456449482447,Arm Bolt Location: 19,37.305504132418086,2.836859618372218,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9,-42.19582961728973,0.2683964561851727,Arm Bolt Location: 10,-14.625498762384444,0.13149140238448778,Arm Bolt Location: 11,-4.343784687908137,0.04375147166713227,Arm Bolt Location: 12,2.3163353390796417,-0.023721530462792836,Arm Bolt Location: 13,7.604447606182107,-0.07207695713335141,Arm Bolt Location: 14,12.247183246300839,-0.09151420970606629,Arm Bolt Location: 15,16.558848586492388,-0.05864120755769299,Arm Bolt Location: 16,20.704092945141753,0.07162355669158985,Arm Bolt Location: 17,24.783934623722796,0.37328968371995935,Arm Bolt Location: 18,28.87061557137319,0.9496559215597388,Arm Bolt Location: 19,33.02466363166586,1.9387849993500823,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10,-42.19582961728973,0.27012445645813604,Arm Bolt Location: 11,-14.625498762384444,0.12993813849490427,Arm Bolt Location: 12,-4.343784687908137,0.04265508693719749,Arm Bolt Location: 13,2.3163353390796417,-0.022695678517685485,Arm Bolt Location: 14,7.604447606182107,-0.0664974849107167,Arm Bolt Location: 15,12.247183246300839,-0.07652746925114368,Arm Bolt Location: 16,16.558848586492388,-0.024210981242401026,Arm Bolt Location: 17,20.704092945141753,0.14492647763682162,Arm Bolt Location: 18,24.783934623722796,0.5203908141303204,Arm Bolt Location: 19,28.87061557137319,1.2391349530609892,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11,-42.19582961728973,0.27144532156852447,Arm Bolt Location: 12,-14.625498762384444,0.12802831982386695,Arm Bolt Location: 13,-4.343784687908137,0.04136752114551124,Arm Bolt Location: 14,2.3163353390796417,-0.021488392223575375,Arm Bolt Location: 15,7.604447606182107,-0.05981914178218397,Arm Bolt Location: 16,12.247183246300839,-0.058150630889770925,Arm Bolt Location: 17,16.558848586492388,0.019172468063722324,Arm Bolt Location: 18,20.704092945141753,0.24053785019786997,Arm Bolt Location: 19,24.783934623722796,0.7268697872687322,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12,-42.19582961728973,0.2723121004510744,Arm Bolt Location: 13,-14.625498762384444,0.12570285173694346,Arm Bolt Location: 14,-4.343784687908137,0.03984647752767998,Arm Bolt Location: 15,2.3163353390796417,-0.020048567230158926,Arm Bolt Location: 16,7.604447606182107,-0.05165868706629852,Arm Bolt Location: 17,12.247183246300839,-0.03492894229948705,Arm Bolt Location: 18,16.558848586492388,0.07647440496186202,Arm Bolt Location: 19,20.704092945141753,0.3776692810959386,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13,-42.19582961728973,0.27266140966502667,Arm Bolt Location: 14,-14.625498762384444,0.12287927407682793,Arm Bolt Location: 15,-4.343784687908137,0.038030403140307825,Arm Bolt Location: 16,2.3163353390796417,-0.018297346951367213,Arm Bolt Location: 17,7.604447606182107,-0.04137391219326313,Arm Bolt Location: 18,12.247183246300839,-0.004079055182816396,Arm Bolt Location: 19,16.558848586492388,0.16010864293078805,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14,-42.19582961728973,0.2724050624812461,Arm Bolt Location: 15,-14.625498762384444,0.11943754853847752,Arm Bolt Location: 16,-4.343784687908137,0.0358241647379539,Arm Bolt Location: 17,2.3163353390796417,-0.016101812867575154,Arm Bolt Location: 18,7.604447606182107,-0.027724007963251123,Arm Bolt Location: 19,12.247183246300839,0.041419623731068285,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15,-42.19582961728973,0.2714150668013316,Arm Bolt Location: 16,-14.625498762384444,0.1151921176071533,Arm Bolt Location: 17,-4.343784687908137,0.033067042966791985,Arm Bolt Location: 18,2.3163353390796417,-0.013203469036299554,Arm Bolt Location: 19,7.604447606182107,-0.007549489452798783,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16,-42.19582961728973,0.26949416189516545,Arm Bolt Location: 17,-14.625498762384444,0.10982940936397954,Arm Bolt Location: 18,-4.343784687908137,0.029445531722962683,Arm Bolt Location: 19,2.3163353390796417,-0.008939368504198318,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17,-42.19582961728973,0.2663099806453759,Arm Bolt Location: 18,-14.625498762384444,0.10273739482517544,Arm Bolt Location: 19,-4.343784687908137,0.024152492052051576,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18,-42.19582961728973,0.26121565259124385,Arm Bolt Location: 19,-14.625498762384444,0.09233865016885602,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19,-42.19582961728973,0.25254846287405375,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,5
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1,20.21232060644499,-0.05367800739284714,Arm Bolt Location: 2,14.344408625405036,-0.08655444354634681,Arm Bolt Location: 3,14.388767655862619,-0.11867491395798616,Arm Bolt Location: 4,15.894982730378183,-0.15198368208470467,Arm Bolt Location: 5,18.005000690654636,-0.18172855993094592,Arm Bolt Location: 6,20.441448632198462,-0.20089693722234195,Arm Bolt Location: 7,23.092349068625417,-0.19851524891753586,Arm Bolt Location: 8,25.908644234758853,-0.1560943725420106,Arm Bolt Location: 9,28.87061557137319,-0.04265941557750874,Arm Bolt Location: 10,31.975055182204915,0.18925392525304882,Arm Bolt Location: 11,35.230248528179686,0.6019327386187582,Arm Bolt Location: 12,38.654668741291495,1.2622395458109021,Arm Bolt Location: 13,42.27817836230368,2.225601971043837,Arm Bolt Location: 14,46.14596400876274,3.5186757400233053,Arm Bolt Location: 15,50.326956754854464,4.977760658273423,Arm Bolt Location: 16,54.93180221729706,4.940600123085406,Arm Bolt Location: 17,60.15586230082088,4.7986230487480555,Arm Bolt Location: 18,66.40772037607728,4.509678909847334,Arm Bolt Location: 19,74.91760550715414,3.96591578696887,
Spring Hole: 1,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 2,20.21232060644499,-0.05153517294600846,Arm Bolt Location: 3,14.344408625405036,-0.08419561585539954,Arm Bolt Location: 4,14.388767655862619,-0.11517407028596421,Arm Bolt Location: 5,15.894982730378183,-0.14647308689271568,Arm Bolt Location: 6,18.005000690654636,-0.1729313262389925,Arm Bolt Location: 7,20.441448632198462,-0.18669304947398346,Arm Bolt Location: 8,23.092349068625417,-0.17521195278499135,Arm Bolt Location: 9,25.908644234758853,-0.11728331807423766,Arm Bolt Location: 10,28.87061557137319,0.022036929120215258,Arm Bolt Location: 11,31.975055182204915,0.2946170458006833,Arm Bolt Location: 12,35.230248528179686,0.765843678869154,Arm Bolt Location: 13,38.654668741291495,1.5030195641310657,Arm Bolt Location: 14,42.27817836230368,2.559388878563025,Arm Bolt Location: 15,46.14596400876274,3.9575428234859915,Arm Bolt Location: 16,50.326956754854464,4.977760658273423,Arm Bolt Location: 17,54.93180221729706,4.940600123085406,Arm Bolt Location: 18,60.15586230082088,4.7986230487480555,Arm Bolt Location: 19,66.40772037607728,4.509678909847334,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3,20.21232060644499,-0.04915721782496171,Arm Bolt Location: 4,14.344408625405036,-0.08152191427172595,Arm Bolt Location: 5,14.388767655862619,-0.11121081440698642,Arm Bolt Location: 6,15.894982730378183,-0.14024449394197044,Arm Bolt Location: 7,18.005000690654636,-0.16296991937929015,Arm Bolt Location: 8,20.441448632198462,-0.1705241747477361,Arm Bolt Location: 9,23.092349068625417,-0.14849859712433827,Arm Bolt Location: 10,25.908644234758853,-0.07256464644599377,Arm Bolt Location: 11,28.87061557137319,0.09658565896007276,Arm Bolt Location: 12,31.975055182204915,0.4153935216931319,Arm Bolt Location: 13,35.230248528179686,0.9523124296918108,Arm Bolt Location: 14,38.654668741291495,1.7752754464632081,Arm Bolt Location: 15,42.27817836230368,2.936275909756974,Arm Bolt Location: 16,46.14596400876274,4.456212923090819,Arm Bolt Location: 17,50.326956754854464,4.977760658273423,Arm Bolt Location: 18,54.93180221729706,4.940600123085406,Arm Bolt Location: 19,60.15586230082088,4.7986230487480555,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4,20.21232060644499,-0.04653469417811482,Arm Bolt Location: 5,14.344408625405036,-0.07851358830284673,Arm Bolt Location: 6,14.388767655862619,-0.10674384783004941,Arm Bolt Location: 7,15.894982730378183,-0.1332133441774132,Arm Bolt Location: 8,18.005000690654636,-0.15167445472551333,Arm Bolt Location: 9,20.441448632198462,-0.15205620360449978,Arm Bolt Location: 10,23.092349068625417,-0.11774358009662166,Arm Bolt Location: 11,25.908644234758853,-0.02081554944668216,Arm Bolt Location: 12,28.87061557137319,0.18284447403620588,Arm Bolt Location: 13,31.975055182204915,0.5545071753080982,Arm Bolt Location: 14,35.230248528179686,1.1659486788945161,Arm Bolt Location: 15,38.654668741291495,2.08663406140149,Arm Bolt Location: 16,42.27817836230368,3.3698969784777044,Arm Bolt Location: 17,46.14596400876274,4.933711939023952,Arm Bolt Location: 18,50.326956754854464,4.977760658273423,Arm Bolt Location: 19,54.93180221729706,4.940600123085406,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5,20.21232060644499,-0.04365547195981763,Arm Bolt Location: 6,14.344408625405036,-0.07514594960721487,Arm Bolt Location: 7,14.388767655862619,-0.10172203593542578,Arm Bolt Location: 8,15.894982730378183,-0.12527477545670251,Arm Bolt Location: 9,18.005000690654636,-0.1388330139917871,Arm Bolt Location: 10,20.441448632198462,-0.1308700254887323,Arm Bolt Location: 11,23.092349068625417,-0.08215031680033211,Arm Bolt Location: 12,25.908644234758853,0.03939279202627069,Arm Bolt Location: 13,28.87061557137319,0.2832310830914219,Arm Bolt Location: 14,31.975055182204915,0.715951514655243,Arm Bolt Location: 15,35.230248528179686,1.4135525720460556,Arm Bolt Location: 16,38.654668741291495,2.449595872284019,Arm Bolt Location: 17,42.27817836230368,3.886310518551815,Arm Bolt Location: 18,46.14596400876274,4.933711939023952,Arm Bolt Location: 19,50.326956754854464,4.977760658273423,
